Start=380
End=800
nm   Dark     Ref01    Ref02    Ref03    Ref04    Ref05    Ref06    Ref07    Ref08    Ref09    Ref10    Ref11    Ref12    Ref13    Ref14    Ref15    Ref16    Ref17    Ref18    Ref19    Ref20    Ref21    Ref22    Ref23    Ref24    Ref25
 536 4820.427623 32692.913524 32692.288367 32686.874017 32692.867380 32690.801640 32683.091147 32694.091147 32687.663524 32694.301640 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 537 4820.500000 33032.754011 33033.371899 33027.664574 33033.900349 33029.022323 33023.136124 33032.286548 33029.353587 33033.050773 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 538 4820.413424 33363.762298 33362.097891 33359.522027 33363.097891 33356.097891 33354.175721 33360.117349 33361.839145 33362.502569 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 539 4820.414059 33689.266184 33684.131405 33686.623582 33684.639228 33677.844301 33680.131405 33683.541552 33687.549375 33688.459523 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 540 4821.231713 34010.808563 34008.739986 34013.685124 34006.794847 34001.021988 34004.739986 34010.194268 34011.749129 34014.703411 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 541 4821.050183 34332.112169 34335.707043 34337.909606 34332.907775 34328.356676 34331.707043 34340.004479 34338.307409 34338.909606 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 542 4820.691638 34660.773349 34665.156625 34665.114814 34665.240246 34658.214987 34660.539901 34673.240246 34669.815160 34666.731538 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 543 4819.957395 34996.144830 34999.710746 34999.795956 35003.012998 34991.658494 34992.974410 35008.842578 35005.710746 35000.493704 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 544 4819.124326 35337.822651 35340.571304 35343.202367 35345.068609 35331.889530 35331.571304 35347.565914 35346.068609 35341.448325 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 545 4818.801387 35686.146939 35687.872876 35693.735844 35690.821489 35682.749713 35678.941392 35691.872876 35691.872876 35690.009907 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 546 4819.414192 36045.659594 36044.117234 36048.346054 36046.453042 36043.487979 36036.002824 36048.117234 36048.117234 36047.888414 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 547 4819.324357 36417.777546 36415.777546 36414.859549 36416.446761 36415.777546 36407.777546 36420.480117 36420.128832 36416.967262 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 548 4819.250000 36797.107277 36796.146197 36792.626737 36795.756602 36796.146197 36788.665657 36801.665657 36800.386467 36795.107277 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 549 4819.334064 37181.049936 37180.713678 37177.049936 37181.056516 37178.696131 37173.377420 37185.704904 37183.536776 37179.722451 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 550 4819.347035 37569.494181 37568.341215 37565.035285 37570.535285 37561.117492 37559.576388 37571.035285 37568.917698 37569.035285 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 551 4818.530416 37967.187420 37965.217836 37960.278668 37965.778668 37951.461163 37952.369916 37966.278668 37966.202628 37964.278668 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 552 4818.106943 38377.415589 38376.201703 38373.560047 38372.378074 38362.201703 38363.201703 38378.773932 38379.560047 38374.022532 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 553 4818.903837 38801.342890 38800.945448 38804.368469 38795.644169 38789.355680 38791.560796 38805.150564 38804.041612 38801.156959 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 554 4820.128373 39238.727720 39239.146636 39246.984466 39235.112839 39229.146636 39231.832449 39244.565551 39241.437178 39243.450669 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 555 4821.235188 39685.823543 39687.058731 39694.177230 39685.529106 39676.353168 39677.956402 39692.588355 39690.117075 39694.676324 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 556 4821.987156 40136.359519 40138.513647 40139.051263 40138.410895 40125.487959 40124.949427 40142.359519 40145.142087 40146.154015 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 557 4821.783130 40586.849713 40591.452157 40584.644825 40589.717195 40578.018417 40576.867806 40592.849713 40600.120861 40593.379788 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 558 4820.382990 41040.199598 41049.984133 41039.079237 41046.446247 41035.971504 41036.259390 41048.762742 41055.737484 41047.737484 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 559 4819.000829 41497.064403 41510.063298 41498.687332 41504.939265 41493.940370 41497.187884 41506.190094 41511.441475 41506.438160 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 560 4818.092345 41952.472555 41965.211313 41955.105452 41958.817175 41946.817175 41953.420762 41960.736072 41963.317175 41961.632486 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 561 4817.618905 42399.041910 42408.386437 42399.169210 42401.628041 42389.824683 42398.431399 42406.824683 42405.996947 42404.865852 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 562 4816.803199 42827.083887 42832.349882 42823.336582 42828.650386 42818.070588 42824.230184 42835.070588 42832.203585 42830.256784 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 563 4816.940608 43236.977929 43241.215498 43233.359144 43240.384006 43231.027653 43231.690636 43241.928205 43241.977929 43240.740360 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 564 4818.155971 43636.322886 43641.189864 43636.001806 43642.056842 43633.634828 43632.056842 43639.744901 43641.322886 43642.056842 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 565 4819.295099 44024.748251 44028.084192 44026.158053 44029.780925 44022.764588 44020.567855 44027.748251 44027.780925 44030.567855 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 566 4820.272179 44402.410005 44401.783389 44401.970082 44403.365646 44397.970082 44395.261210 44405.201133 44402.201133 44405.574518 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 567 4822.316566 44770.456938 44767.529555 44766.505350 44767.481144 44762.348011 44758.956938 44772.432732 44769.529555 44770.456938 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 568 4824.558539 45122.650540 45122.168946 45120.329477 45120.490008 45110.872930 45111.150540 45123.811071 45124.168946 45122.650540 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 569 4823.036015 45449.282042 45448.954711 45447.936703 45446.627380 45434.490726 45433.854072 45448.972718 45449.972718 45448.627380 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 570 4821.060429 45758.820634 45758.085741 45757.350848 45756.760205 45743.525312 45739.324045 45758.760205 45757.411277 45757.820634 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 571 4820.213631 46055.833849 46055.403532 46054.688373 46056.542897 46042.615635 46035.864107 46058.827738 46053.403532 46055.973214 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 572 4820.774958 46341.345063 46342.345063 46342.444893 46346.544723 46331.594639 46326.369172 46349.245232 46340.744384 46344.345063 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 573 4820.978688 46605.380226 46606.380226 46607.294979 46612.209733 46597.667110 46594.682683 46612.465472 46608.039241 46608.380226 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 574 4821.364806 46854.072594 46853.795773 46851.694919 46858.154144 46844.748563 46844.004998 46854.506082 46857.072594 46854.883757 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 575 4821.500000 47083.534508 47084.009425 47077.901284 47085.445692 47074.078915 47073.806711 47080.990100 47088.712139 47085.167731 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 576 4821.948926 47293.552901 47297.117960 47288.348604 47295.450752 47286.348604 47284.232471 47293.515811 47303.426026 47298.348604 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 577 4822.793453 47489.193520 47496.747691 47487.714957 47493.128050 47485.367332 47479.758989 47495.182222 47503.672083 47497.367332 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 578 4822.997106 47682.256455 47691.236197 47683.221727 47688.227515 47679.244879 47670.785396 47691.707257 47694.291184 47691.244879 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 579 4821.996279 47860.851839 47869.048862 47859.844398 47866.450351 47857.048862 47849.753327 47869.348118 47868.033980 47865.836957 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 580 4822.213103 48023.789407 48031.171936 48022.906878 48026.819522 48021.024349 48015.259292 48031.885039 48032.876763 48025.319522 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 581 4822.607977 48178.335114 48186.630841 48179.130841 48180.482978 48176.335114 48171.335114 48185.471295 48191.710615 48178.335114 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 582 4822.134271 48330.549134 48341.041718 48332.802843 48334.411155 48327.810259 48323.425988 48336.302843 48346.433405 48330.425988 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 583 4820.143915 48485.002725 48496.578387 48486.290556 48491.411796 48480.002725 48477.472415 48490.123965 48498.729936 48484.472415 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 584 4818.718934 48646.229151 48652.104888 48644.667019 48651.416808 48641.229151 48638.291703 48652.978940 48656.292124 48645.291703 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 585 4818.844559 48817.092910 48819.508719 48814.403792 48819.336440 48812.092910 48808.059234 48824.092910 48824.870116 48816.609748 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 586 4819.125822 48988.690772 48988.305081 48985.439127 48984.657878 48979.916101 48977.429259 48994.684193 48993.929259 48987.308371 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 587 4819.250000 49157.117131 49153.926838 49152.109426 49146.530073 49141.601721 49143.164896 49161.482308 49159.506190 49152.950720 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 588 4819.118515 49321.559994 49316.763262 49313.605836 49308.743361 49300.085935 49305.954450 49324.822965 49322.414648 49314.368806 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 589 4818.304489 49485.993286 49487.098243 49479.870686 49480.502887 49467.775331 49472.829819 49490.884308 49492.139109 49482.261709 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 590 4817.110763 49633.708434 49640.145128 49634.733729 49637.062839 49621.784365 49622.986908 49642.505891 49648.183093 49636.664110 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 591 4816.750000 49774.482466 49780.762187 49779.309388 49783.349597 49764.195753 49763.909039 49783.909039 49790.478970 49779.769179 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 592 4816.362683 49907.808833 49913.196150 49914.002492 49919.583468 49898.277126 49897.970785 49914.872246 49922.768345 49913.115174 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 593 4815.498543 50028.743407 50035.749237 50034.941658 50041.341075 50022.151569 50021.548071 50032.139909 50043.997779 50033.341075 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 594 4814.522459 50128.587136 50139.572163 50133.467352 50139.512271 50127.587136 50124.542217 50129.605852 50146.713609 50131.512271 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 595 4815.743110 50214.846421 50225.017682 50213.216503 50221.702722 50213.846421 50208.360202 50216.882346 50226.259318 50213.702722 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 596 4817.284935 50286.967282 50297.609750 50282.039879 50293.609750 50283.397412 50279.324814 50292.590237 50292.470009 50286.894685 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 597 4817.429803 50335.246306 50350.807883 50332.439410 50344.070937 50330.246306 50328.614779 50344.913055 50341.439410 50339.895567 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 598 4816.480189 50356.190567 50378.269811 50358.000000 50366.111322 50350.516039 50349.841511 50368.373114 50367.269811 50364.920756 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 599 4815.896001 50351.580555 50375.412548 50355.330268 50358.079981 50343.705124 50340.996551 50363.246839 50365.163410 50358.996551 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 600 4817.319773 50327.986622 50340.428440 50329.295583 50329.604544 50316.450063 50311.707531 50336.398570 50337.501557 50329.707531 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 601 4818.210564 50291.603491 50293.366158 50291.182363 50292.603491 50279.958773 50274.958773 50296.761235 50297.405953 50290.471799 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 602 4818.762042 50232.404749 50230.666791 50231.404749 50234.452916 50223.263124 50217.214958 50236.928833 50236.118624 50231.976999 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 603 4819.506358 50148.803473 50148.484976 50148.141046 50152.141046 50142.478618 50135.984976 50155.153762 50151.972259 50150.816190 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 604 4820.802064 50044.251408 50046.628987 50044.553472 50048.553472 50038.722796 50034.280019 50053.100376 50048.128987 50048.251408 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 605 4822.428927 49927.117239 49931.528398 49929.046166 49933.046166 49918.741616 49919.992862 49935.152775 49933.028398 49931.117239 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 606 4822.111066 49772.649219 49779.871759 49778.538562 49779.816022 49762.982416 49765.649219 49779.871351 49781.760694 49777.427088 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 607 4820.374067 49588.248234 49595.509174 49595.691670 49592.939805 49580.169791 49579.917926 49597.465415 49598.691670 49593.100422 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 608 4819.351151 49379.085147 49384.115581 49385.115581 49381.127090 49373.751259 49370.947807 49392.161618 49389.329392 49382.924788 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 609 4819.826904 49142.872778 49145.100358 49145.555518 49144.472103 49139.077938 49137.952815 49159.318294 49152.863135 49145.427262 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 610 4820.968753 48869.962117 48871.188681 48869.688681 48873.657434 48863.993388 48870.813669 48885.954329 48881.782422 48872.844916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 611 4820.155463 48550.135635 48550.752232 48549.252232 48552.407694 48538.473872 48553.630382 48559.418200 48563.785844 48556.474919 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 612 4819.177739 48201.537523 48204.668758 48203.826567 48204.688688 48190.596497 48204.550809 48207.893001 48215.537523 48211.826567 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 613 4818.514469 47829.658523 47833.687460 47833.658523 47834.232882 47822.484897 47827.683429 47835.394054 47840.832148 47839.303210 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 614 4818.534300 47436.713047 47437.867576 47437.870052 47440.578325 47431.007250 47426.443603 47441.575849 47442.722951 47440.159303 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 615 4819.298761 47024.118649 47019.588072 47017.923607 47023.697987 47013.728564 47005.764931 47025.752944 47025.313692 47018.277325 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 616 4819.705365 46591.492051 46588.791192 46583.670593 46589.648275 46577.849134 46574.358145 46590.076817 46594.313510 46582.804499 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 617 4816.492340 46153.080779 46154.743345 46150.148250 46153.976477 46143.424326 46139.700401 46151.511760 46157.528628 46148.062363 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 618 4813.638675 45723.629410 45727.282241 45724.240735 45727.777843 45717.777843 45711.092301 45725.217783 45729.166518 45724.157723 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 619 4813.213276 45315.966182 45319.966182 45318.404035 45322.666747 45311.966182 45303.316464 45320.128611 45322.666747 45320.666747 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 620 4815.286033 44943.601679 44947.274784 44947.382884 44951.274784 44939.274784 44931.765127 44946.947889 44951.274784 44948.866165 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 621 4816.709059 44623.217502 44625.264292 44629.641470 44629.264292 44617.264292 44612.194108 44623.311081 44629.264292 44624.822778 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 622 4815.762804 44373.124095 44374.334338 44378.636899 44375.175310 44361.595795 44362.124095 44373.913852 44375.965067 44373.439459 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 623 4815.198548 44172.743681 44178.566913 44176.034242 44171.181338 44158.537873 44164.758201 44175.552393 44175.346585 44175.456749 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 624 4815.936107 44021.424946 44030.424946 44022.592851 44016.406744 44007.257042 44014.176803 44025.840994 44024.424946 44025.300875 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 625 4817.765676 43918.956758 43925.664866 43918.040001 43911.514055 43905.956758 43908.352433 43924.185947 43921.040001 43920.581622 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 626 4819.563495 43864.153401 43863.153401 43860.111071 43857.167963 43851.407381 43848.312138 43870.365051 43863.365051 43861.238061 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 627 4820.783207 43847.890573 43846.890573 43843.035101 43845.987269 43840.023401 43835.098590 43858.167930 43851.167930 43846.601516 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 628 4821.835768 43855.864989 43856.035065 43851.366450 43856.035065 43850.035065 43843.949296 43867.366450 43863.709524 43854.697835 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 629 4822.611321 43894.130214 43894.759774 43891.686819 43896.686819 43886.832728 43882.018893 43903.832728 43905.205058 43893.241535 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 630 4822.705087 43969.239488 43969.665760 43970.287780 43975.877606 43960.108129 43958.140324 43976.223391 43982.108129 43969.992867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
 631 4821.621755 44085.404719 44085.627701 44090.073666 44097.397877 44077.397877 44078.086999 44091.505947 44098.425246 44088.857526 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
